audit_group,audit_rank,date,event_key,tour_level,gender,surface,tournament,round,player_1,player_2,winner_side,actual_winner,selection,selected_side,side_check,home_player_assumption,away_player_assumption,home_odds,away_odds,selected_odds,odds_source,model_probability,book_probability_devig,edge,ev,won,profit,score,status,model,tle_match_id
random_value_sample,20,2026-06-09,12134609,itf,men,hard,M15 Tokyo,,N. Honda,H. Heck,player_1,Naoya Honda,Hunter Heck,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.83,1.99,1.99,Pncl,0.619949,0.479058,0.140891,0.233699,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134609
random_value_sample,21,2026-06-04,12133074,itf,men,unknown,M25 Caltanissetta (Italy),,F. Tabacco,R. Izquierdo Luque,player_2,Rafael Izquierdo Luque,Rafael Izquierdo Luque,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.45,2.81,2.81,Pncl,0.508383,0.340376,0.168007,0.428556,True,1.81,,Finished,itf_100_level_overall,api_tennis_12133074
random_value_sample,22,2026-06-03,12133387,itf,women,unknown,W100 Sumter,,E. Khayrutdinova,C. Brace,player_2,Cadence Brace,Cadence Brace,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.68,2.21,2.21,Pncl,0.555515,0.431877,0.123638,0.227688,True,1.21,,Finished,itf_100_level_overall,api_tennis_12133387
random_value_sample,23,2026-06-03,12133373,itf,women,unknown,W15 Brasilia (Brazil),,B. Guerra,C. Xavier Laydner,player_1,Beatriz Guerra,Beatriz Guerra,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,5.71,1.15,5.71,Pncl,0.521109,0.167638,0.353471,1.975532,True,4.71,,Finished,itf_100_level_overall,api_tennis_12133373
random_value_sample,24,2026-06-06,12134091,itf,men,clay,M15 Szentendre,,V. Orlov,P. Makk,player_2,Peter Makk,Vladyslav Orlov,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.29,1.64,2.29,Pncl,0.51259,0.417303,0.095287,0.173831,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134091
random_value_sample,25,2026-06-05,12133975,itf,women,clay,W15 Casablanca,,S. Iliev,E. Nepliy,player_2,Elina Nepliy,Elina Nepliy,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.06,1.78,1.78,Pncl,0.583099,0.536458,0.046641,0.037916,True,0.78,,Finished,itf_100_level_overall,api_tennis_12133975
random_value_sample,26,2026-06-03,12133123,itf,women,unknown,W15 Monastir 16,,A. Battesti,M. Andrienko,player_2,Maria Andrienko,Maria Andrienko,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.76,2.09,2.09,Pncl,0.552135,0.457143,0.094992,0.153962,True,1.09,,Finished,itf_100_level_overall,api_tennis_12133123
random_value_sample,27,2026-06-05,12134004,itf,men,clay,M15 Ljubljana,,A. Jeran,L. Talan Lopatic,player_1,Aljaz Jeran,Luka Talan Lopatic,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.45,2.78,2.78,Pncl,0.559665,0.34279,0.216875,0.555869,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134004
random_value_sample,28,2026-06-03,12133055,itf,men,hard,M15 Harmon,,M. Kleiman,R. Minakata,player_1,Matt Kleiman,Matt Kleiman,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.43,1.57,2.43,Pncl,0.52138,0.3925,0.12888,0.266953,True,1.43,,Finished,itf_100_level_overall,api_tennis_12133055
random_value_sample,29,2026-06-03,12133294,itf,men,unknown,M15 Rosbach (Germany),,L. Wessels,J. Sperle,player_1,Louis Wessels,Louis Wessels,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.11,1.75,2.11,Pncl,0.555707,0.453368,0.102339,0.172542,True,1.11,,Finished,itf_100_level_overall,api_tennis_12133294
random_value_sample,30,2026-06-04,12133613,itf,women,unknown,W15 Ontinyent (Spain),,A. Lahey,M. Nuudi,player_2,Maileen Nuudi,Ashley Lahey,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.5,2.63,1.5,Pncl,0.723564,0.636804,0.08676,0.085346,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133613
random_value_sample,31,2026-06-06,12134098,itf,women,hard,W15 Kayseri 3,,A. Subasic,D. Dilek,player_2,Deniz Dilek,Alana Subasic,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.97,1.4,2.97,Pncl,0.542762,0.320366,0.222396,0.612003,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134098
random_value_sample,32,2026-06-05,12133938,itf,women,hard,W15 Kayseri 3,,A. Subasic,A. Arystanbekova,player_1,Alana Subasic,Alana Subasic,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.66,2.24,1.66,Pncl,0.636744,0.574359,0.062385,0.056995,True,0.66,,Finished,itf_100_level_overall,api_tennis_12133938
random_value_sample,33,2026-06-03,12133413,itf,men,hard,"M15 Lakewood, CA 2",,N. Zamora,T. Stepanov,player_1,Noah Zamora,Noah Zamora,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.67,2.23,1.67,Pncl,0.659144,0.571795,0.087349,0.10077,True,0.67,,Finished,itf_100_level_overall,api_tennis_12133413
random_value_sample,34,2026-06-07,12134159,itf,men,clay,M25 Cuiaba,,N. Hardt,G. Villanueva,player_1,Nick Hardt,Nick Hardt,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.58,2.42,1.58,Pncl,0.654281,0.605,0.049281,0.033764,True,0.58,,Finished,itf_100_level_overall,api_tennis_12134159
random_value_sample,35,2026-06-05,12133819,itf,men,unknown,M25 Caltanissetta (Italy),,M. Malige,L. Potenza,player_2,Luca Potenza,Luca Potenza,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.94,1.88,1.88,Pncl,0.551631,0.507853,0.043778,0.037066,True,0.88,,Finished,itf_100_level_overall,api_tennis_12133819
random_value_sample,36,2026-06-05,12133995,itf,men,unknown,M15 Rosbach (Germany),,K. Wehnelt,T. Al Azmeh,player_1,Kai Wehnelt,Kai Wehnelt,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.58,2.42,1.58,Pncl,0.717819,0.605,0.112819,0.134154,True,0.58,,Finished,itf_100_level_overall,api_tennis_12133995
random_value_sample,37,2026-06-03,12132927,itf,women,clay,W75 Caserta,,N. Basiletti,G. Ce,player_2,Gabriela Ce,Gabriela Ce,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.24,4.18,4.18,Pncl,0.504062,0.228782,0.27528,1.106979,True,3.18,,Finished,itf_100_level_overall,api_tennis_12132927
random_value_sample,38,2026-06-03,12132926,itf,women,hard,W50 Montemor-o-Novo,,A. Voloshchuk,A. Arseneault,player_1,Angelina Voloshchuk,Ariana Arseneault,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.54,2.51,2.51,Pncl,0.539182,0.380247,0.158935,0.353347,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12132926
random_value_sample,39,2026-06-03,12132930,itf,women,clay,W75 Caserta,,K. Deichmann,A. Mazzola,player_2,Alessandra Mazzola,Alessandra Mazzola,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.91,1.91,1.91,Pncl,0.565635,0.5,0.065635,0.080363,True,0.91,,Finished,itf_100_level_overall,api_tennis_12132930
random_value_sample,40,2026-06-03,12133035,itf,men,hard,M15 Harmon,,K. Ogura,E. Zhu,player_2,Evan Zhu,Evan Zhu,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.5,1.55,1.55,Pncl,0.702872,0.617284,0.085588,0.089452,True,0.55,,Finished,itf_100_level_overall,api_tennis_12133035
random_value_sample,41,2026-06-05,12133988,itf,women,hard,"W15 Lakewood, CA 2",,T. Evans,K. Evans,player_1,Tatum Evans,Kailey Evans,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.62,2.32,2.32,Pncl,0.501835,0.411168,0.090667,0.164257,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133988
random_value_sample,42,2026-06-04,12133562,itf,men,clay,M15 Tsaghkadzor 2,,P. Bar Biryukov,E. Pleshivtsev,player_1,Petr Bar Biryukov,Petr Bar Biryukov,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.55,2.48,1.55,Pncl,0.732649,0.615385,0.117264,0.135606,True,0.55,,Finished,itf_100_level_overall,api_tennis_12133562
random_value_sample,43,2026-06-04,12133609,itf,men,unknown,M15 Rosbach (Germany),,D. Markovina,T. Al Azmeh,player_2,Taym Al Azmeh,Duje Markovina,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.05,1.78,2.05,Pncl,0.573955,0.464752,0.109203,0.176608,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133609
random_value_sample,44,2026-06-03,12133118,itf,women,unknown,W15 Monastir 16,,L. Ayala,A. Urso,player_2,Aurora Urso,Aurora Urso,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.6,2.37,2.37,Pncl,0.557959,0.403023,0.154936,0.322363,True,1.37,,Finished,itf_100_level_overall,api_tennis_12133118
random_value_sample,45,2026-06-09,12135071,itf,women,hard,"W35 Decatur, IL",,K. Collins,M. Rapolu,player_2,Malaika Rapolu,Malaika Rapolu,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.17,1.7,1.7,Pncl,0.6333,0.560724,0.072576,0.07661,True,0.7,,Finished,itf_100_level_overall,api_tennis_12135071
random_value_sample,46,2026-06-03,12133132,itf,men,unknown,M15 Monastir 21,,R. Matsuda,A. Jamji,player_1,Ryuki Matsuda,Ryuki Matsuda,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.52,2.57,1.52,Pncl,0.702729,0.628362,0.074367,0.068148,True,0.52,,Finished,itf_100_level_overall,api_tennis_12133132
random_value_sample,47,2026-06-03,12133417,itf,men,hard,"M15 Lakewood, CA 2",,E. van Loben Sels,I. Vasa,player_2,Iiro Vasa,Iiro Vasa,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.56,2.46,2.46,Pncl,0.545389,0.38806,0.157329,0.341657,True,1.46,,Finished,itf_100_level_overall,api_tennis_12133417
random_value_sample,48,2026-06-04,12133547,itf,women,clay,W15 Focsani,,M. Boyden,S. Cucu,player_2,Simona Cucu,Simona Cucu,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.81,2.02,2.02,Pncl,0.532764,0.472585,0.060179,0.076183,True,1.02,,Finished,itf_100_level_overall,api_tennis_12133547
random_value_sample,49,2026-06-04,12133758,itf,women,hard,"W15 Lakewood, CA 2",,A. Hrastar,K. Fakih,player_1,Ava Hrastar,Ava Hrastar,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.6,2.38,1.6,Pncl,0.631833,0.59799,0.033843,0.010933,True,0.6,,Finished,itf_100_level_overall,api_tennis_12133758
random_value_sample,50,2026-06-09,12134698,itf,women,clay,W75 Ceska Lipa,,R. Zelnickova,K. Deichmann,player_2,Kathinka Von Deichmann,Radka Zelnickova,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.88,1.43,2.88,Pncl,0.510524,0.331787,0.178737,0.470309,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134698
